Period,Date,Open,High,Low,Close,Adj Close,Volume,OBV,OBV3DaySlope,OBV4DaySlope,OBV5DaySlope,OBV10DaySlope,AD,AD3DaySlope,AD4DaySlope,AD5DaySlope,AD10DaySlope,PVT,PVT3DaySlope,PVT4DaySlope,PVT5DaySlope,PVT10DaySlope,SlowStochastic,SlowSto1DaySlope,SlowSto1DayPercentSlope,SlowSto3DaySlope,SlowSto4DaySlope,SlowSto5DaySlope,SlowSto10DaySlope,Gain,Loss,14DayAvgGain,14DayAvgLoss,14DayRelativeStrength,14DayRSI,14DayRSI1DaySlope,14DayRSI3DaySlope,14DayRSI4DaySlope,14DayRSI5DaySlope,14DayRSI10DaySlope,VIXOpen,VIXHigh,VIXLow,VIXClose,VIX1DaySlope,VIX1DayPercentSlope,VIX3DaySlope,VIX4DaySlope,VIX5DaySlope,VIX10DaySlope,VIXSlowStochastic,VIXSlowSto1DaySlope,VIXSlowSto3DaySlope,VIXSlowSto4DaySlope,VIXSlowSto5DaySlope,VIXSlowSto10DaySlope,Buy/Sell,B/S/H_LinReg,BuySell
2403,3/21/2016,2047.880005,2053.909912,2043.140015,2051.600098,2051.600098,3376600000,7.25335E+11,4939870000,4973380000,4796810000,2098518424,1.09889E+12,2601513852,2609722437,2546430371,2379343447,2777918889,15989208.85,21422453,22768758.88,18126638.86,99.05261695,0.200155753,0.202479281,0.722637702,0.489186027,0.717762969,1.318822178,2.02002,0,9.155359218,4.016811778,2.2792602,69.50531708,0.337736406,0.908308189,1.380489321,1.606440316,1.29037691,14.57,14.73,13.79,13.79,-0.23,-1.640513552,-0.325,-0.402,-0.707,-0.586787848,0.233236152,-1.341107872,-1.698370215,-0.322975296,-0.843417921,-1.727644498,HOLD,0.689931608,
2404,3/22/2016,2048.639893,2056.600098,2040.569946,2049.800049,2049.800049,3418460000,7.21917E+11,-20930000,2276044000,3186326000,1914787152,1.09941E+12,1223229208,1909196868,2145441586,2361616371,2774919574,164292.8499,9026520.825,14969579.6,16604819.12,97.2413608,-1.811256156,-1.828579811,-0.805550201,-0.08977865,0.02539235,0.7482127,0,1.800049,8.501404988,3.85847158,2.203308956,68.78228064,-0.723036442,-0.192650018,0.361847621,0.858788565,1.111020934,14.57,14.76,13.75,14.17,0.38,2.755620015,0.075,-0.104,-0.229,-0.539636321,2.448979592,2.21574344,0.437317784,-0.488409884,0.025199952,-1.260229539,HOLD,0.344101716,
2405,3/23/2016,2048.550049,2048.550049,2034.859985,2036.709961,2036.709961,3639510000,7.18277E+11,-3528985000,-1446257000,560168000,1553330848,1.09675E+12,-1068831216,-11003920.2,857718896,2067535167,2751677548,-13120670.67,-7173963.638,1180273.841,13253016.25,91.9309829,-5.310377899,-5.461027957,-3.560817027,-2.257569106,-1.296381771,0.074429604,0,13.090088,7.894161774,4.517872753,1.747318308,63.60086863,-5.181412008,-2.952224225,-1.742317258,-0.856096418,0.636848709,14.57,15.03,14.33,14.94,0.77,5.434015526,0.575,0.314,0.115,-0.417939339,6.93877551,4.489795918,3.352769679,1.83090379,0.749223343,-0.516768384,HOLD,-0.251416214,
2406,3/24/2016,2032.47998,2036.040039,2022.48999,2035.939941,2035.939941,3407720000,7.14869E+11,-3523615000,-3503658000,-2123615000,1142432788,1.10011E+12,350748215.7,100325401.5,415824726.2,1793781620,2750389189,-12265192.28,-10583112.55,-7464493.905,8483040.511,91.61860171,-0.312381184,-0.339799678,-2.811379542,-2.761242362,-2.158935303,-0.629215747,0,0.77002,7.330293076,4.250168985,1.724706265,63.29879618,-0.302072457,-2.741742233,-2.380097473,-1.764201745,0.101011094,16.299999,16.440001,14.71,14.74,-0.2,-1.338688086,0.285,0.362,0.259,-0.285272727,5.772594752,-1.166180758,1.66180758,2.110787172,1.510204082,0.131496413,HOLD,0.076243493,
2407,3/28/2016,2037.890015,2042.670044,2031.959961,2037.050049,2037.050049,2809090000,7.17678E+11,-299315000,-1612214000,-2236043000,1095671394,1.09997E+12,1609192993,504490237.3,286294354,1545269362,2751920862,121657.0241,-7028449.455,-7652643.914,6885200.123,92.06894956,0.45034785,0.491546304,0.068983333,-1.582961488,-1.959009386,-0.676302888,1.110108,0,6.885994142,3.946585486,1.744797919,63.56744542,0.26864924,-0.016711609,-1.594657813,-1.73592278,-0.086877293,15.65,16.040001,14.89,15.24,0.5,3.392130258,0.15,0.301,0.347,-0.188545455,8.688046647,2.915451895,0.874635569,1.755102041,2.023323615,0.375729991,HOLD,0.291518052,
2408,3/29/2016,2035.75,2055.909912,2028.310059,2055.01001,2055.01001,3822330000,7.21501E+11,3315710000,1248019000,-143025000,979271212.1,1.10354E+12,1717043486,2023539178,1148955279,1355988223,2785621015,17615912.62,10336207.28,2164619.543,6254858.216,99.35493419,7.285984629,7.913617635,3.86816624,2.272220174,0.436511346,-0.37845589,17.959961,0,7.676991775,3.664686523,2.094856334,67.68832243,4.120877014,2.194763127,1.253101063,-0.222133964,-0.080057231,15.74,15.89,13.79,13.82,-1.42,-9.317585302,-0.46,-0.286,-0.04,-0.126,0.408163265,-8.279883382,-2.682215743,-1.667638484,-0.233236152,0.271593459,BUY,0.684063387,
2409,3/30/2016,2058.27002,2072.209961,2058.27002,2063.949951,2063.949951,3590310000,7.25091E+11,3706320000,3448752000,2025944000,687139697,1.10288E+12,1454279803,1188179288,1568797815,1147980253,2801239994,24659566.19,18625256.74,13435671.81,5001175.941,96.84864733,-2.506286859,-2.522559025,2.389848885,2.297612149,1.757166135,-0.352680836,8.939941,0,7.767202434,3.4029232,2.282508884,69.53549753,1.8471751,2.984026057,2.283098107,1.625878405,-0.088209911,13.69,13.89,13.06,13.56,-0.26,-1.881331404,-0.84,-0.496,-0.368,-0.045393939,2.802690583,2.394527318,-2.942678032,-1.718959589,-1.363660134,0.325614669,HOLD,0.464444296,
2410,3/31/2016,2063.77002,2067.919922,2057.459961,2059.73999,2059.73999,3715280000,7.21376E+11,-62485000,1468239000,2042554000,241936303,1.10078E+12,-1380052003,177439444,425652553.8,809739814.3,2793661718,4020351.466,14084154.66,13586418.87,3540972.057,95.24246625,-1.606181085,-1.65844452,-2.056233972,0.70142632,1.202742684,-0.300779415,0,4.209961,7.21240226,3.460568757,2.084166727,67.57633136,-1.959166171,-0.055995536,1.387383293,1.452312248,-0.142227016,13.73,14.28,13.49,13.95,0.39,2.876106195,0.065,-0.413,-0.326,-0.027090909,4.988789238,2.186098655,2.290312986,-0.870324491,-0.745296709,0.237899369,HOLD,-0.113353594,
2411,4/1/2016,2056.620117,2075.070068,2043.97998,2072.780029,2072.780029,3749990000,7.25126E+11,17355000,715978000,1476973000,176631272.7,1.10398E+12,550982504.5,-78323661.67,526094522.5,691042591.4,2817402586,8081295.784,8776643.698,13900415.08,4427080.919,99.1357368,3.893270549,4.087746467,1.143544732,-0.226377327,1.002110652,-0.020381455,13.040039,0,7.628662027,3.213385274,2.374026572,70.36182204,2.785490678,0.413162253,0.606133265,1.347676217,0.082074953,15.23,15.28,13,13.1,-0.85,-6.093189964,-0.23,-0.177,-0.415,-0.079212121,0.558659218,-4.43013002,-1.122015683,0.263758651,-1.167814889,0.055999263,BUY,0.281641386,0
2412,4/4/2016,2073.189941,2074.02002,2062.570068,2066.129883,2066.129883,3485710000,7.2164E+11,132140000,-660301000,31333000,237521212.1,1.10266E+12,939637423.9,254860918,-65969330.59,593978924,2806219305,6278793.919,3867880.161,5735917.311,5747019.667,96.62596449,-2.50977231,-2.531652451,0.691749119,0.322522201,-0.317084995,0.187601806,0,6.650146,7.083757597,3.458868183,2.047998716,67.19158723,-3.17023481,-0.192372066,-0.424624023,-0.01671459,0.19964555,13.88,14.24,13.66,14.12,1.02,7.786259542,0.085,0.083,0.014,-0.087454545,6.25698324,5.698324022,0.634097001,0.593274795,0.945360858,0.085102751,HOLD,-0.06610707,0
2413,4/5/2016,2062.5,2062.5,2042.560059,2045.170044,2045.170044,4154920000,7.17485E+11,-3820315000,-1515763000,-1494756000,300744727.3,1.0996E+12,-2192753084,-488213326.7,-468780747.1,389056077.8,2764069751,-26666417.52,-9995918.067,-6178289.911,4606378.325,88.71569852,-7.910265963,-8.18648073,-5.210019137,-2.209007548,-1.488239938,0.004447571,0,20.959839,6.577774911,4.708937527,1.396870286,58.27892708,-8.91266015,-6.04144748,-3.106244766,-2.289788504,-0.122461756,15.39,15.72,14.93,15.42,1.3,9.206798867,1.16,0.543,0.389,-0.041333333,13.51955307,7.262569832,6.480446927,3.129061553,2.270191898,0.364179957,SELL,-0.790812807,0
2414,4/6/2016,2045.560059,2067.330078,2043.089966,2066.659912,2066.659912,3750800000,7.21236E+11,-202060000,-1582441000,-792031000,435810060.6,1.10314E+12,238088780.1,-559353418.2,32539864.76,403402903,2803481729,-1368788.258,-8391212.553,-3369281.24,5583395.234,96.82599801,8.110299482,9.141898917,0.10001676,-1.483948234,-0.725297476,0.268218879,21.489868,0,7.642924417,4.372584847,1.747919065,63.6088263,5.32989923,-1.79138046,-2.917164734,-2.001790507,-0.06597226,15.61,15.98,14,14.09,-1.33,-8.625162127,-0.015,0.427,0.26,-0.062181818,6.089385475,-7.430167598,-0.083798883,2.38547486,1.516208633,0.224645257,BUY,0.385093876,
2415,4/7/2016,2063.01001,2063.01001,2033.800049,2041.910034,2041.910034,3801250000,7.17435E+11,-25225000,-886531000,-1578628000,129150424.2,1.10145E+12,926472844.1,-9943701.764,-458894340,103261128.6,2757958770,-3055490.304,-10536962.75,-12162520.78,2181665.326,87.48536722,-9.340630791,-9.646821084,-0.615165654,-1.931149233,-2.310070564,-0.326489259,0,24.749878,7.097001245,5.828105786,1.217720046,54.90864585,-8.700180459,-1.685140615,-3.151892491,-3.44891133,-0.766756992,15.14,16.77,14.68,16.16,2.07,14.6912704,0.37,0.479,0.609,0.082181818,17.65363128,11.56424581,2.067039106,2.675977654,3.402234637,0.971081197,SELL,-0.476981797,
2416,4/8/2016,2045.540039,2060.629883,2041.689941,2047.599976,2047.599976,3359530000,7.20794E+11,-220860000,612599000,-174213000,-211233030.3,1.10019E+12,-1476683356,7965231.293,-310143261.7,-98867219.11,2767320363,-18080682.79,-3577112.125,-8390886.481,-871458.8254,88.63322423,1.147857015,1.312056007,-4.096386888,-0.958805367,-1.721581182,-0.825526175,5.689942,0,6.996497013,5.411812516,1.292819548,56.38557772,1.476931874,-3.611624293,-1.438022853,-2.498230024,-1.301759692,15.34,15.93,14.84,15.36,-0.8,-4.95049505,0.635,0.189,0.322,0.154787879,16.19766644,-1.455964847,5.054140482,1.959858591,2.401544461,1.43047845,HOLD,-0.060020266,
2417,4/11/2016,2050.22998,2062.929932,2041.880005,2041.98999,2041.98999,3567840000,7.17226E+11,-104155000,-866915000,-95924000,-630770121.2,1.09666E+12,-2396732693,-2071467826,-883440610.8,-503759176.5,2757545245,-206762.7201,-12844785.92,-4921037.768,-4560886.108,83.75482131,-4.878402923,-5.504034142,-1.865272954,-3.806567308,-1.811452821,-1.524448213,0,5.609986,6.496747226,5.425967765,1.197343499,54.4905018,-1.895075923,-0.209072024,-2.587804165,-1.480009914,-1.838423632,15.34,16.26,14.83,16.26,0.9,5.859375,0.05,0.571,0.295,0.30230303,26.03833866,9.84067222,4.192353687,5.83908947,3.514585213,2.494638596,HOLD,-0.374682628,
2418,4/12/2016,2043.719971,2065.050049,2039.73999,2061.719971,2061.719971,4239740000,7.21466E+11,335950000,852645000,25205000,-558747393.9,1.09978E+12,-203236392.9,-853870178.2,-1151314438,-459853786.1,2798510181,15594908.84,11187911.37,-1035662.127,-3837359.817,92.74727437,8.992453061,10.7366393,2.057025069,1.090731854,-1.188799318,-1.14636319,19.729981,0,7.44197821,5.038398639,1.477052283,59.62943508,5.138933279,1.621928678,1.226729177,-0.837692651,-1.710033427,15.98,16.57,14.84,14.85,-1.41,-8.671586716,-0.255,-0.303,0.162,0.265878788,16.57706093,-9.461277726,0.189697247,0.661096116,2.936005829,2.280430253,HOLD,0.270890601,1
2419,4/13/2016,2065.919922,2083.179932,2065.919922,2082.419922,2082.419922,4191830000,7.25658E+11,4215785000,1883093000,1711842000,-18305636.36,1.1036E+12,3473377945,1337268215,390010822.2,-206109723.1,2840596729,41525741.87,26079403.19,19646573.43,66829.33344,99.60453207,6.8572577,7.393487029,7.92485538,4.190637657,2.835237984,-0.481238874,20.699951,0,8.388976267,4.678513022,1.793086014,64.19730739,4.567872316,4.853402797,2.857412229,2.182118045,-1.111658061,14.49,14.53,13.6,13.84,-1.01,-6.801346801,-1.21,-0.597,-0.515,0.144545455,8.045976241,-8.531084691,-8.996181209,-3.391634832,-1.883591559,1.564538533,BUY,0.66980695,
2420,4/14/2016,2082.889893,2087.840088,2078.129883,2082.780029,2082.780029,3765870000,7.29424E+11,3978850000,4078415000,2569077000,472990484.8,1.10344E+12,1831848694,2418601522,1346120509,-109502971.6,2841247950,21368884.41,29319466.26,23090665.67,3024269.871,97.42935545,-2.175176622,-2.183812902,2.341040539,4.788086011,3.344197319,-0.075243957,0.360107,0,7.815485605,4.34433352,1.799006814,64.2730416,0.075734211,2.321803263,3.391549173,2.548173336,-0.575057481,13.9,14.12,13.38,13.72,-0.12,-0.867052023,-0.565,-0.863,-0.57,0.039272727,6.896551064,-1.149425177,-4.840254934,-6.595644747,-3.659459317,0.868135828,HOLD,0.290612536,
2421,4/15/2016,2083.100098,2083.219971,2076.310059,2080.72998,2080.72998,3701450000,7.25722E+11,32210000,1653462000,2494968000,914836666.7,1.10448E+12,437417776.6,1393354867,1930688027,224429724.1,2837604668,-1496030.096,11793468.34,20285661.59,6788907.704,96.38787603,-1.041479417,-1.068958541,-1.608328019,0.874662836,2.994819052,0.506986613,0,2.050049,7.257236633,4.180456054,1.735991609,63.45018031,-0.822861295,-0.373563542,1.15379699,2.256296355,0.14239901,13.77,14.19,13.58,13.62,-0.1,-0.728862974,-0.11,-0.381,-0.641,-0.125333333,6.281660964,-0.614890099,-0.882157638,-3.203562508,-4.919386526,-0.180272725,HOLD,0.06223471,
2422,4/18/2016,2078.830078,2094.659912,2073.649902,2094.340088,2094.340088,3316880000,7.29039E+11,-192285000,644245000,1521068000,1297991394,1.10769E+12,2124854170,1330601073,1670164701,639882818.8,2859300465,9026257.712,5246792.862,11858850.83,10746526.88,99.84296173,3.455085701,3.584564618,1.206803142,-0.032619043,1.097471868,1.143665653,13.610108,0,7.711013159,3.88185205,1.98642634,66.51516273,3.064982423,1.121060564,0.613070472,1.302432822,0.899464848,14.87,14.94,13.23,13.35,-0.27,-1.982378855,-0.185,-0.157,-0.322,-0.242969697,3.546098931,-2.735562033,-1.675226066,-1.411452203,-2.782623928,-1.067375202,HOLD,0.455966924,
2423,4/19/2016,2096.050049,2104.050049,2091.679932,2100.800049,2100.800049,3896830000,7.32936E+11,3606855000,1385366000,1417169000,1527018667,1.10954E+12,2532550051,2151262959,1612957965,890753177.3,2871320180,16857755.67,11191248.65,7949941.772,11906388.54,98.47453684,-1.368424887,-1.370577217,1.043330407,0.659062989,0.015361583,1.139358365,6.459961,0,7.621652291,3.604576904,2.11443742,67.89147236,1.37630963,2.220646026,1.39202747,0.963045106,1.145623863,13.18,13.88,12.98,13.24,-0.11,-0.823970037,-0.19,-0.171,-0.157,-0.270606061,2.628917833,-0.917181098,-1.826371566,-1.553846172,-1.418456895,-1.487475213,HOLD,0.533902455,
2424,4/20/2016,2101.52002,2111.050049,2096.320068,2102.399902,2102.399902,4184880000,7.37121E+11,4040855000,3809260000,2260799000,2047081333,1.10881E+12,559480095.4,1485377641,1580243716,1217459385,2874507153,7603343.676,12272716.72,10023391.69,14567545.1,95.34036506,-3.134171784,-3.182723051,-2.251298335,-0.45109578,-0.209131996,1.386493936,1.599853,0,7.19152377,3.347107125,2.148578907,68.23963987,0.34816751,0.86223857,1.574468832,1.237448859,1.649584747,13.39,13.5,12.5,13.28,0.04,0.302114804,-0.035,-0.113,-0.126,-0.35830303,8.904109589,6.275191756,2.679005329,0.695016478,0.036237392,-1.928628844,HOLD,0.410358597,-1
2425,4/21/2016,2102.090088,2103.780029,2088.52002,2091.47998,2091.47998,4175290000,7.32946E+11,4795000,1590414000,2252831000,1893438545,1.10626E+12,-1642891574,-503998477.7,467759410.1,1223317366,2852820583,-9249798.19,-1625267.288,4563851.727,12150019.74,89.08163909,-6.258725969,-6.564612969,-4.696448876,-3.54181397,-1.911507055,0.687543406,0,10.919922,6.677843501,3.888022473,1.717542413,63.20204626,-5.037593609,-2.34471305,-0.95911819,0.122820905,1.242624694,13.2,14.14,13.16,13.95,0.67,5.045180723,0.355,0.184,0.059,-0.261636364,17.4488589,8.54474931,7.409970533,4.798347166,2.769240653,-1.166873387,HOLD,-0.209393519,-1
2426,4/22/2016,2091.48999,2094.320068,2081.199951,2091.580078,2091.580078,3790580000,7.36736E+11,-192355000,722522000,1540359000,1982511455,1.10846E+12,-174100876.3,-579087249.8,-174426627.1,1207109704,2853002000,-10752576.27,-7664110.82,-3109652.676,9216655.88,89.13748489,0.055845796,0.06269058,-3.101440086,-3.426988184,-3.080385144,0.048814061,0.100098,0,6.208004536,3.610306582,1.719522815,63.22884314,0.026796881,-2.505398364,-1.902548126,-1.126206528,0.835062348,13.7,14.19,13.15,13.22,-0.73,-5.23297491,-0.03,0.061,0.045,-0.231333333,8.66426097,-8.784597928,-0.119924309,2.665077872,2.505626514,-0.978860051,HOLD,0.184661618,
2427,4/25/2016,2089.370117,2089.370117,2077.52002,2087.790039,2087.790039,3319740000,7.33416E+11,235420000,-732277000,57615000,1459414909,1.1109E+12,2320889446,846605272.2,236378973.7,987983575.4,2846986479,-2917052.176,-8238060.415,-7017255.4,4264932.83,86.62911077,-2.508374117,-2.814050812,-1.22626416,-2.607791707,-2.989373232,-1.058074801,0,3.790039,5.764575641,3.623144612,1.591042108,61.40549021,-1.823352932,-0.898278025,-2.04756521,-1.798276103,0.118757322,14.07,14.76,13.86,14.08,0.86,6.505295008,0.065,0.167,0.162,-0.068181818,20.59973924,11.93547827,1.575440173,2.630229104,3.57017942,0.607538193,HOLD,0.193277774,
2428,4/26/2016,2089.840088,2096.870117,2085.800049,2091.699951,2091.699951,3557190000,7.36974E+11,118725000,876435000,17632000,1216752242,1.11113E+12,1334464291,1706324334,928323255.2,817281363.3,2853648212,323105.9713,-353263.5046,-4755198.555,1323436.61,86.39711916,-0.231991615,-0.26779868,-1.370182866,-1.056193392,-2.033902013,-1.612960754,3.909912,0,5.632099666,3.364348568,1.674053551,62.6035911,1.19810089,-0.312626021,-0.361871841,-1.306865359,-0.273419237,14.01,14.43,13.66,13.96,-0.12,-0.852272727,0.37,0.089,0.149,0.020848485,20.59238364,-0.007355605,5.964061334,2.136605249,2.652742844,1.628705791,HOLD,0.292248268,
2429,4/27/2016,2092.330078,2099.889893,2082.310059,2095.149902,2095.149902,4100110000,7.41074E+11,3828650000,1656987000,1649373000,1289216606,1.11302E+12,1061800770,1390861229,1619968945,866853226.5,2860410740,6712130.303,2888795.158,1582652.445,888235.5979,88.78692419,2.389805029,2.766070272,1.078906707,-0.128367372,-0.332979555,-1.503371613,3.449951,0,5.476231905,3.124037956,1.752933857,63.6751171,1.071525997,1.134813444,0.253692276,0.032088963,-0.338674478,14.15,14.95,13.5,13.77,-0.19,-1.361031519,-0.155,0.153,0.038,0.042969697,17.91255289,-2.679830748,-1.343593176,2.773752016,1.285551065,1.886291245,HOLD,0.432274183,
2430,4/28/2016,2090.929932,2099.300049,2071.620117,2075.810059,2075.810059,4309840000,7.36764E+11,-104865000,1414249000,771274000,1190797879,1.11002E+12,-557978489.4,-75529131.95,522954474.7,627737724,2820627606,-16510303.13,-7231409.211,-5132452.803,-1913709.612,75.14811155,-13.63881264,-15.36128519,-5.624503803,-3.205319264,-2.582093326,-2.151606962,0,19.339843,5.085072483,4.282309745,1.187460222,54.284883,-9.390234095,-4.159354049,-2.029029563,-1.561829339,-0.904745779,14.53,15.61,13.3,15.22,1.45,10.53013798,0.63,0.323,0.369,0.137030303,38.36389281,20.45133992,8.885754584,5.061262994,5.671207732,3.063181117,SELL,-0.538030494,-1
2431,4/29/2016,2071.820068,2073.850098,2052.280029,2065.300049,2065.300049,4704720000,7.32059E+11,-4507280000,-1905319000,-292425000,500023212.1,1.11099E+12,-1015054567,-342805937.5,-92897216.5,431044534.1,2796807192,-31801773.74,-21030619.35,-13337918,-6007891.977,67.73625939,-7.411852164,-9.862991911,-10.5253324,-6.962139195,-4.903471038,-3.003481433,0,10.51001,4.72185302,4.727145478,0.998880411,49.97199461,-4.312888393,-6.851561244,-4.728502357,-3.11856993,-1.639854369,15.21,17.09,14.91,15.7,0.48,3.153745072,0.965,0.667,0.45,0.232424242,45.13399154,6.770098731,13.61071932,9.407616361,6.684001375,4.186934105,SELL,-0.48674081,
2432,5/2/2016,2067.169922,2083.419922,2066.110107,2081.429932,2081.429932,3841110000,7.359E+11,-431805000,-2022507000,-1116124000,163078303,1.11395E+12,1966449259,375844746,360377394.5,531121911.2,2826806056,3089225.082,-12463446.47,-11728785.97,-6524871.357,79.11134925,11.37508986,16.79320643,1.98161885,-3.643857697,-3.562220461,-2.657265088,16.129883,0,5.536712304,4.389492229,1.261355987,55.77874489,5.806750282,0.746930945,-2.800200501,-2.73528149,-1.690527016,16.33,16.5,14.48,14.68,-1.02,-6.496815287,-0.27,0.321,0.337,0.228969697,30.74753173,-14.3864598,-3.808180536,4.527503526,4.753173484,3.87266296,BUY,0.54233981,
2433,5/3/2016,2077.179932,2077.179932,2054.889893,2063.370117,2063.370117,4173390000,7.31727E+11,-166140000,-1126989000,-1955729000,-224882363.6,1.11295E+12,980036315.8,1176303711,379282551.5,624212486,2790595060,-3106066.188,-6009877.425,-13345290.95,-7821810.059,66.37523588,-12.73611337,-16.09897125,-0.680511754,-1.494353715,-4.086013891,-2.845681889,0,18.059815,5.141232854,5.365943856,0.958122744,48.93067849,-6.848066405,-0.520658061,-1.025586326,-2.799501533,-1.892838184,14.92,16.42,14.91,15.6,0.92,6.267029973,-0.05,0.012,0.312,0.252242424,43.7235543,12.97602257,-0.705218618,0.169252468,4.400564175,3.875315121,SELL,-0.359978976,-1
2434,5/4/2016,2060.300049,2060.300049,2045.550049,2051.120117,2051.120117,4058560000,7.27668E+11,-4115975000,-1734591000,-1852340000,-540571151.5,1.11196E+12,-995571740.3,190251853.2,584358270.7,573113451.5,2766499838,-30153108.84,-12713305.78,-11446766.74,-9242082.406,57.7363108,-8.638925082,-13.01528344,-10.68751923,-4.273595914,-3.618462501,-3.325175135,0,12.25,4.774001936,5.857662152,0.815001243,44.903619,-4.027059482,-5.437562944,-2.205319322,-1.980384412,-2.06176817,15.47,16.85,15.39,16.049999,0.449999,2.884608974,0.6849995,0.1969997,0.1559998,0.274121158,50.07050776,6.346953456,9.661488011,2.778557123,2.200279267,4.144394055,SELL,-0.50345191,
2435,5/5/2016,2052.949951,2060.22998,2045.77002,2050.629883,2050.629883,4008530000,7.2366E+11,-4033545000,-4078000000,-2503069000,-1238683333,1.11064E+12,-1153672953,-1090891227,-268569002.8,241828880.2,2765541768,-12526646,-20788808.61,-12283706.64,-10851204.86,48.06591001,-9.670400789,-16.74925304,-9.154662936,-10.17752428,-6.071573721,-4.293586467,0,0.490234,4.433001797,5.474274427,0.809788011,44.74490967,-0.158709333,-2.092884407,-3.712856514,-2.132929576,-2.292333744,15.54,16.450001,15.22,15.91,-0.139999,-0.872267967,0.155,0.4139999,0.1789999,0.299454503,63.73831776,13.66781,10.00738173,10.53193115,5.653162846,5.229653208,HOLD,-0.359507466,
2436,5/6/2016,2047.77002,2057.719971,2039.449951,2057.139893,2057.139893,3796350000,7.27456E+11,-106090000,-1682075000,-2495535000,-1364461515,1.1142E+12,1120605895,242973358,-180720928.8,198436760.8,2777593809,5546985.498,-3996182.201,-12347778.54,-10732923.75,49.05488485,0.988974847,2.057539006,-4.340712971,-6.163145386,-7.842225466,-4.707170312,6.51001,0,4.581359526,5.083254825,0.901264974,47.40343856,2.658528891,1.249909779,-0.47404291,-2.093638147,-2.152379324,16.200001,16.58,14.71,14.72,-1.19,-7.479572596,-0.6649995,-0.2779999,0.039,0.187454515,41.4953271,-22.24299065,-4.287590327,0.69831284,4.151035419,3.954934113,HOLD,0.150384614,1
2437,5/9/2016,2057.550049,2064.149902,2054.310059,2058.689941,2058.689941,3788620000,7.31245E+11,3792485000,1452567000,-117642000,-1392418606,1.11378E+12,1569709277,903133152.6,390535708.8,225130746.5,2780448522,7453376.976,5389809.183,-919910.5115,-9945927.112,50.51968072,1.46479587,2.986034671,1.226885358,-2.066091537,-4.039253625,-4.722231443,1.550048,0,4.364837274,4.720165194,0.924721296,48.04442585,0.640987284,1.649758088,1.208094942,0.072731428,-1.907195739,15.2,15.39,14.17,14.57,-0.15,-1.019021739,-0.67,-0.5629997,-0.3389999,0.106424224,38.69158879,-2.803738318,-12.52336449,-5.637974757,-1.863911169,2.925030071,HOLD,0.209923304,
2438,5/10/2016,2062.629883,2084.870117,2062.629883,2084.389893,2084.389893,3600200000,7.34845E+11,3694410000,3734413000,2193825000,-960532000,1.11723E+12,1514431799,1933656886,1367956933,420373988.1,2825392136,23899163.5,18240581.8,13269134.99,-5456824.359,73.60642178,23.08674106,45.69850942,12.27576846,7.808633119,3.419399268,-3.055791836,25.699952,0,5.88877404,4.383010538,1.34354549,57.32961002,9.28518417,4.963085727,3.839508832,2.81514982,-0.913721874,13.98,14.35,13.55,13.63,-0.94,-6.451612903,-0.545,-0.699,-0.6179998,-0.039818188,24.61873638,-14.0728524,-8.43829536,-12.01624824,-7.595027172,0.90773038,BUY,0.885807655,
2439,5/11/2016,2083.290039,2083.290039,2064.459961,2064.459961,2064.459961,3821980000,7.31023E+11,-110890000,1430072000,2211520000,-437974545.5,1.11341E+12,-188627601.4,106537559.4,855319030.3,459197051.6,2788848205,4199841.517,7870680.099,9441120.097,-2167693.901,47.58681501,-26.01960677,-35.34964225,-1.466432857,1.868253152,2.359334693,-2.494244416,0,19.929932,5.468147323,5.493504928,0.995384075,49.88433493,-7.445275083,0.919954543,1.672787328,2.020502198,-0.190991813,13.92,14.69,13.29,14.69,1.06,7.776962583,0.06,-0.103,-0.353,-0.136909085,47.7124183,23.09368192,4.510414758,0.457842119,-4.892838963,-0.077373594,SELL,-0.553072269,-1
2440,5/12/2016,2067.169922,2073.98999,2053.129883,2064.110107,2064.110107,3782390000,7.27241E+11,-3802185000,-1583449000,-65288000,-287224787.9,1.11361E+12,-1811232151,-435519851.6,-156445661,303900812.7,2788207221,-18592457.39,-1326783.219,2962650.748,-698310.4243,46.99648743,-0.590327575,-1.240527602,-13.30496717,-3.658918664,-0.704966055,-2.374755595,0,0.349854,5.077565372,5.12610129,0.990531611,49.76216433,-0.122170607,-3.783722845,-0.229205964,0.655736062,0.066219787,14.55,15.42,13.95,14.41,-0.28,-1.906058543,0.39,0.058,-0.05,-0.163757558,41.61220044,-6.100217865,8.496732026,3.185551687,0.925457618,-0.393004552,HOLD,-0.271122923,
2441,5/13/2016,2062.5,2066.790039,2043.130005,2046.609985,2046.609985,3579880000,7.23661E+11,-3681135000,-3733514000,-2277247000,-529955393.9,1.11108E+12,-1163643990,-1824828824,-903155066.8,32268807.03,2757855964,-15496120.23,-20324949.92,-8237002.962,-2079503.288,27.23574857,-19.76073887,-42.04726767,-10.17553322,-13.97023472,-7.317779866,-3.486016927,0,17.500122,4.714882131,6.009959912,0.784511411,43.96225242,-5.799911906,-2.961041256,-4.022424339,-1.573179254,-0.225632505,15.15,15.47,13.97,15.04,0.63,4.371963914,0.175,0.395,0.172,-0.114424212,55.33769063,13.7254902,3.812636166,8.605664488,5.028566775,0.451994081,SELL,-0.698700082,
